ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
47,Tennessee,TN,47141,Putnam County,47141,"Putnam County, Tennessee",401.106152292384,80157,0,35507,40,32733,441,21417,1453,1808,413,8971,814,5565,622,7152,891,13088,120,16514,33,11017,960,1951,389,906,293,10271,239,2269,392,2961,460,578,193,1346,247,3318,44,28.0,1.9,4.5,1.0,27.4,2.5,10.8,1.2,9.0,1.1,16.3,0.1,20.6,0.1,13.9,1.2,5.9,1.2,1.2,0.4,12.8,0.3,6.3,1.1,8.3,1.3,1.7,0.6,4.1,0.8,4.1,0.1,0.5213,0.3404,0.9255,0.2021,0.2128,2.2021,0.3511,0.1596,0.4362,0.1383,0.617,0.7766,2.1277,0.2979,0.5851,0.5851,0.5851,0.8723,0.1489,0.4574,0.2979,0.8723,2.6488,0.6596,7.5637,0.4043,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92190,5189,622,1689,178,5397,0,841,201,81,68,0,32,2245,387,18,24,15.9,1.9,2.1,0.2,6.7,0.0,1.0,0.3,0.1,0.1,0.0,0.1,2.8,0.5,0.0,0.1
47,Tennessee,TN,47143,Rhea County,47143,"Rhea County, Tennessee",315.472851875642,33031,0,15175,31,12744,430,9566,1088,1122,328,2048,326,3811,627,3627,499,6259,100,7259,140,7051,623,809,208,330,187,3960,357,116,99,3207,384,159,118,842,234,762,32,29.7,3.4,7.9,2.2,16.1,2.5,16.7,2.8,11.1,1.5,18.9,0.3,22.0,0.4,21.5,1.9,6.3,1.6,1.1,0.6,12.0,1.1,0.8,0.7,21.1,2.5,1.2,0.9,6.6,1.8,2.3,0.1,0.6702,0.9043,0.0319,0.7128,0.6596,2.9788,0.7128,0.4362,0.6809,0.6596,0.6809,0.7447,3.2023,0.9149,0.5213,0.5213,0.5213,0.2447,0.6915,0.1702,0.7979,0.6915,2.5958,0.6277,9.2982,0.7979,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31955,1615,290,564,186,1818,0,150,78,22,31,0,29,1299,388,107,124,12.7,2.3,1.7,0.6,5.5,0.0,0.5,0.2,0.1,0.1,0.0,0.1,3.9,1.2,0.3,0.4
47,Tennessee,TN,47145,Roane County,47145,"Roane County, Tennessee",360.768296036062,53777,0,25459,30,21956,470,11767,1322,1219,326,4385,506,4028,602,3917,597,12353,146,10044,40,9917,851,701,239,141,149,4717,341,903,258,3433,458,326,127,1178,311,706,18,22.1,2.5,4.9,1.3,20.0,2.3,10.1,1.5,7.4,1.1,23.0,0.3,18.7,0.1,18.6,1.6,3.2,1.1,0.3,0.3,8.8,0.6,3.6,1.0,13.5,1.8,1.5,0.6,5.4,1.4,1.3,0.0,0.2234,0.4255,0.3936,0.1489,0.0532,1.2446,0.0957,0.883,0.117,0.4362,0.0957,0.3298,1.8617,0.0957,0.2872,0.2872,0.2872,0.7553,0.4149,0.3723,0.617,0.2979,2.4574,0.5213,5.8509,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59323,3303,462,1450,221,1201,0,337,81,130,80,17,29,1526,409,56,67,15.0,2.1,2.7,0.4,2.2,0.0,0.6,0.2,0.2,0.1,0.0,0.1,2.8,0.8,0.1,0.1
47,Tennessee,TN,47147,Robertson County,47147,"Robertson County, Tennessee",476.33552466490397,73297,0,28703,45,27154,325,12977,1309,1412,347,5756,574,5718,573,6836,843,10946,104,17341,0,9969,791,1537,299,931,253,13664,406,811,265,2210,290,426,148,825,219,903,42,17.9,1.8,3.8,0.9,21.2,2.1,11.4,1.1,9.4,1.2,14.9,0.1,23.7,0.0,13.8,1.1,5.6,1.1,1.4,0.4,18.6,0.6,2.8,0.9,7.7,1.0,1.5,0.5,3.0,0.8,1.2,0.1,0.0957,0.1702,0.5745,0.2553,0.3085,1.4042,0.1277,0.0745,0.8723,0.1277,0.5,0.8511,2.4256,0.5,0.7766,0.7766,0.7766,0.7128,0.1383,0.3723,0.117,0.2021,1.5425,0.0851,6.1489,0.1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58595,4010,479,5204,346,5636,0,524,95,52,34,2,4,1834,378,412,336,14.8,1.8,7.1,0.5,7.7,0.0,0.7,0.1,0.1,0.1,0.0,0.1,2.5,0.5,0.6,0.5
47,Tennessee,TN,47149,Rutherford County,47149,"Rutherford County, Tennessee",619.266232537476,343727,0,131808,89,122510,967,58014,3748,7547,888,30681,1716,15910,1133,31657,2446,37289,55,83829,75,37854,2323,8912,1012,8582,1119,111777,1117,15760,1376,3707,499,3206,515,3083,566,4826,77,17.2,1.1,3.9,0.5,25.0,1.4,7.3,0.5,9.3,0.7,10.8,0.1,24.4,0.1,11.1,0.7,7.3,0.8,2.7,0.3,32.5,0.3,12.0,1.0,2.8,0.4,2.6,0.4,2.5,0.5,1.4,0.0,0.0638,0.2234,0.883,0.0319,0.2766,1.4787,0.1596,0.0106,0.9362,0.0106,0.8404,0.9787,2.7765,0.766,0.9043,0.9043,0.9043,0.9574,0.0319,0.8617,0.0638,0.3936,2.3084,0.4255,7.4679,0.3936,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,1,4,317515,8399,815,51665,1183,31382,0,12426,612,354,156,124,112,14761,1795,1065,416,6.9,0.6,15.0,0.3,9.1,0.0,3.6,0.2,0.1,0.1,0.0,0.1,4.3,0.5,0.3,0.1
47,Tennessee,TN,47151,Scott County,47151,"Scott County, Tennessee",532.300360527442,21917,0,9834,27,8614,275,8486,968,844,201,2024,335,2927,442,2591,442,3699,27,5210,6,5770,515,896,238,72,101,707,47,209,105,2877,334,6,26,365,109,313,11,39.7,4.5,9.6,2.3,23.5,3.8,19.6,3.0,12.0,2.0,16.9,0.1,23.8,0.1,26.7,2.4,10.4,2.7,0.3,0.5,3.2,0.2,2.1,1.1,29.3,3.4,0.1,0.3,4.2,1.2,1.4,0.1,0.9787,0.9574,0.8085,0.9255,0.7766,4.4467,1.0,0.2234,0.8936,0.9574,0.9681,0.3298,3.3723,0.9574,0.0,0.0,0.0,0.5957,0.9574,0.0213,0.3191,0.3936,2.2871,0.4043,10.1061,0.9149,1,1,0,1,0,3,0,0,1,1,0,2,0,0,0,1,0,0,0,1,6,20910,2463,322,71,51,50,46,85,22,38,29,4,6,395,99,64,71,28.6,3.7,0.3,0.2,0.2,0.2,0.4,0.1,0.2,0.1,0.0,0.1,1.8,0.5,0.3,0.3
47,Tennessee,TN,47153,Sequatchie County,47153,"Sequatchie County, Tennessee",265.850859514496,16065,0,6915,18,5925,271,5289,706,219,109,1183,259,1863,326,1933,392,3316,54,3196,61,3392,489,335,141,165,163,1243,102,23,32,1555,247,83,59,219,98,244,8,33.4,4.5,3.3,1.6,20.0,4.3,16.0,2.8,12.2,2.5,20.6,0.3,19.9,0.4,21.4,3.1,5.7,2.4,1.1,1.1,7.7,0.6,0.4,0.5,22.5,3.6,1.4,1.0,3.7,1.6,1.5,0.0,0.9149,0.0532,0.3936,0.6809,0.8085,2.8511,0.6277,0.6702,0.2979,0.6383,0.5426,0.7447,2.8937,0.8085,0.2128,0.2128,0.2128,0.117,0.766,0.2979,0.2447,0.4681,1.8937,0.1809,7.8513,0.4894,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13081,1284,249,85,84,635,0,44,44,59,52,12,18,358,127,50,58,21.7,4.0,0.5,0.5,4.0,0.0,0.3,0.3,0.4,0.3,0.1,0.1,2.2,0.8,0.3,0.4
47,Tennessee,TN,47155,Sevier County,47155,"Sevier County, Tennessee",592.512077848434,98455,0,56728,48,38193,842,22478,1909,1720,448,8658,762,8752,915,12853,1008,19654,128,20125,0,16925,1267,1960,396,1884,416,11410,343,4638,491,6398,631,1007,227,1379,287,1076,30,23.2,2.0,3.5,0.9,22.7,1.9,12.3,1.3,13.2,1.0,20.0,0.1,20.4,0.0,17.4,1.3,5.2,1.0,2.0,0.4,11.6,0.3,8.2,0.9,11.3,1.1,2.6,0.6,3.6,0.7,1.1,0.0,0.2447,0.0851,0.7128,0.3723,0.8723,2.2872,0.4255,0.5213,0.3723,0.3617,0.3298,0.9362,2.5213,0.5745,0.5,0.5,0.5,0.9043,0.2979,0.8617,0.2128,0.1489,2.4256,0.4894,7.7341,0.4574,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,98433,6757,669,890,220,6786,0,1192,175,166,102,35,65,2031,335,310,342,17.7,1.7,0.9,0.2,6.9,0.0,1.2,0.2,0.2,0.1,0.0,0.1,2.1,0.3,0.3,0.3
47,Tennessee,TN,47157,Shelby County,47157,"Shelby County, Tennessee",760.554061728172,926440,0,401041,247,357839,1664,252555,7032,33975,2059,117111,3201,63304,2279,109067,3673,131753,11,231266,38,116369,2770,36799,1782,16352,1170,606669,810,49469,1907,4287,567,7007,836,29971,1354,15527,166,27.8,0.8,7.3,0.4,32.7,0.9,10.4,0.4,11.9,0.4,14.2,0.1,25.0,0.1,12.7,0.3,10.3,0.5,1.9,0.1,65.5,0.1,12.3,0.5,1.1,0.1,2.0,0.2,8.4,0.4,1.7,0.0,0.5,0.8617,1.0,0.1596,0.7553,3.2766,0.7979,0.0532,0.9681,0.0851,0.9574,0.9149,2.9787,0.8298,1.0,1.0,1.0,0.9681,0.0,0.5957,0.9362,0.5638,3.0638,0.8617,10.3191,0.9255,0,0,1,0,0,1,0,1,0,1,1,3,1,1,1,0,0,1,0,2,7,1043859,55795,1975,496110,1698,62832,0,26571,592,513,141,134,45,17806,1806,2703,1119,15.6,0.5,53.6,0.2,6.8,0.0,2.9,0.1,0.1,0.1,0.0,0.1,1.9,0.2,0.3,0.1
47,Tennessee,TN,47159,Smith County,47159,"Smith County, Tennessee",314.294959693386,20034,0,8577,30,7674,193,4712,745,329,143,1536,241,1875,281,1898,321,3291,48,4486,36,3373,379,507,143,117,114,1900,174,57,37,1655,281,185,95,403,134,179,10,23.7,3.8,3.5,1.5,20.0,3.1,13.4,2.0,9.6,1.6,16.4,0.2,22.4,0.2,17.0,1.9,6.6,1.9,0.6,0.6,9.5,0.9,0.6,0.4,19.3,3.3,2.4,1.2,5.3,1.7,0.9,0.0,0.2979,0.0851,0.3936,0.4468,0.3511,1.5745,0.1809,0.1915,0.766,0.2979,0.7766,0.5106,2.5426,0.617,0.3723,0.3723,0.3723,0.1809,0.617,0.7979,0.6064,0.0532,2.2554,0.383,6.7448,0.2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14896,1146,210,337,69,639,0,90,28,16,25,0,25,761,171,57,83,14.9,2.6,1.7,0.3,3.2,0.0,0.4,0.1,0.1,0.1,0.0,0.2,3.8,0.9,0.3,0.4
47,Tennessee,TN,47161,Stewart County,47161,"Stewart County, Tennessee",459.775870889856,13724,0,6695,31,5017,287,2671,510,220,126,884,186,1114,279,1485,421,2816,78,3018,111,2503,305,156,93,133,111,1365,100,68,35,1187,239,155,88,281,113,127,6,19.8,3.8,3.8,2.2,17.6,3.6,11.5,2.9,10.9,3.1,20.5,0.6,22.0,0.8,18.4,2.2,3.1,1.8,1.0,0.9,9.9,0.7,1.0,0.5,17.7,3.6,3.1,1.7,5.6,2.2,0.9,0.0,0.1383,0.1702,0.1383,0.266,0.617,1.3298,0.1064,0.6489,0.6809,0.4149,0.0745,0.7128,2.532,0.5957,0.4468,0.4468,0.4468,0.3298,0.5638,0.9362,0.6809,0.0532,2.5639,0.5957,6.8725,0.3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,11061,927,186,92,61,492,0,75,54,19,32,103,128,583,184,1,3,18.5,3.3,0.7,0.4,3.6,0.0,0.5,0.4,0.1,0.2,0.8,0.9,4.2,1.3,0.0,0.1
47,Tennessee,TN,47163,Sullivan County,47163,"Sullivan County, Tennessee",413.54342165447,158722,0,75686,114,67575,780,39874,2528,4568,581,14984,1066,12392,1035,14573,1182,34884,90,30301,0,29452,1296,3808,489,339,157,12055,319,3767,500,8245,695,782,203,3285,447,2583,77,25.5,1.6,6.2,0.8,22.2,1.6,10.7,0.9,9.3,0.8,22.0,0.1,19.1,0.0,18.8,0.8,5.6,0.7,0.2,0.1,7.6,0.2,4.9,0.7,10.9,0.9,1.2,0.3,4.9,0.7,1.6,0.0,0.4043,0.7128,0.6489,0.1809,0.2766,2.2235,0.383,0.8191,0.1702,0.4681,0.5,0.1702,2.1276,0.2872,0.2021,0.2021,0.2021,0.8191,0.266,0.1702,0.4787,0.5106,2.2446,0.3723,6.7978,0.2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169602,9930,632,3022,340,3534,0,1225,197,222,87,0,32,3653,503,399,285,14.7,0.9,1.9,0.2,2.2,0.0,0.8,0.1,0.1,0.1,0.0,0.1,2.3,0.3,0.3,0.2
47,Tennessee,TN,47165,Sumner County,47165,"Sumner County, Tennessee",529.453542064084,196845,0,79481,79,74739,648,30679,2251,3603,686,17842,1187,11750,930,15399,1299,32071,77,45661,10,25176,1255,4373,614,2196,473,37139,1027,7679,796,5003,526,1474,334,2476,368,1540,50,15.8,1.2,3.5,0.7,23.9,1.6,8.7,0.7,7.9,0.7,16.3,0.1,23.2,0.1,12.9,0.6,5.8,0.8,1.2,0.3,18.9,0.5,9.7,1.0,6.3,0.7,2.0,0.4,3.3,0.5,0.8,0.0,0.0213,0.0851,0.8298,0.0638,0.0638,1.0638,0.0532,0.1596,0.8085,0.1064,0.5851,0.7766,2.4362,0.5106,0.7872,0.7872,0.7872,0.9468,0.1064,0.5957,0.1702,0.0319,1.851,0.1702,6.1382,0.1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,158479,6655,642,16239,560,11143,0,3065,233,220,76,87,47,5779,1150,606,229,8.9,0.9,8.2,0.3,5.7,0.0,1.6,0.1,0.1,0.1,0.0,0.1,2.9,0.6,0.3,0.1
47,Tennessee,TN,47167,Tipton County,47167,"Tipton County, Tennessee",455.610762360084,61116,0,24045,54,22366,354,12164,1223,1586,304,4513,538,4527,588,5603,663,9152,78,14680,53,10728,621,1856,316,214,173,15562,292,265,112,2458,400,298,128,972,243,751,131,20.2,2.0,5.4,1.0,20.2,2.4,11.0,1.4,9.3,1.1,15.0,0.1,24.0,0.1,17.8,1.0,8.3,1.4,0.4,0.3,25.5,0.5,1.1,0.5,10.2,1.7,1.3,0.6,4.3,1.1,1.2,0.2,0.1702,0.5213,0.4468,0.2234,0.2766,1.6383,0.1915,0.0851,0.9043,0.383,0.8936,0.383,2.649,0.6809,0.8723,0.8723,0.8723,0.3723,0.2128,0.2447,0.3511,0.2021,1.383,0.0106,6.5426,0.2234,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,45472,3726,492,11304,283,1796,0,341,73,54,38,0,32,1660,352,407,250,16.7,2.2,18.5,0.5,2.9,0.0,0.6,0.1,0.1,0.1,0.0,0.1,2.7,0.6,0.7,0.4
47,Tennessee,TN,47169,Trousdale County,47169,"Trousdale County, Tennessee",114.341630841772,11596,0,3776,117,3552,182,1668,455,40,41,1033,286,1176,310,799,317,1481,87,1913,86,1111,233,213,114,10,85,2097,209,93,70,757,212,0,29,82,70,2416,293,18.3,5.0,0.8,0.8,29.1,7.9,14.0,3.5,8.7,3.4,12.8,0.7,16.5,0.7,12.1,2.5,6.0,3.2,0.1,0.8,18.1,1.8,2.5,1.9,20.0,5.6,0.0,0.8,2.3,2.0,20.8,2.5,0.1064,0.0,0.9574,0.5213,0.1702,1.7553,0.234,0.0213,0.0213,0.0638,0.6277,0.0638,0.7979,0.0,0.766,0.766,0.766,0.6809,0.6489,0.0,0.0426,0.9894,2.3618,0.4468,5.681,0.0851,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7561,720,197,1368,86,340,0,20,34,47,45,0,21,322,233,0,21,20.3,5.4,11.8,0.7,2.9,0.0,0.2,0.3,0.4,0.4,0.0,0.4,2.8,2.0,0.0,0.4
47,Tennessee,TN,47171,Unicoi County,47171,"Unicoi County, Tennessee",186.063686623268,17845,0,8733,28,7654,245,5262,918,438,158,1638,329,1595,328,1552,307,4179,67,3254,0,3876,435,341,129,97,95,1544,72,136,84,1535,345,49,31,420,181,519,35,30.5,5.3,5.4,2.0,21.4,4.2,12.0,2.5,8.9,1.8,23.4,0.4,18.2,0.0,22.2,2.5,4.4,1.7,0.6,0.6,8.7,0.4,1.5,1.0,17.6,4.0,0.6,0.4,5.5,2.3,2.9,0.2,0.7553,0.5213,0.5957,0.3191,0.2021,2.3935,0.4787,0.9149,0.0957,0.734,0.1915,0.5106,2.4467,0.5213,0.2766,0.2766,0.2766,0.4468,0.5532,0.0532,0.6383,0.766,2.4575,0.5319,7.5743,0.4255,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15429,1452,250,53,42,1048,0,27,49,65,44,0,21,351,96,0,21,19.0,3.2,0.3,0.2,5.9,0.0,0.2,0.3,0.4,0.2,0.0,0.2,2.0,0.5,0.0,0.2
47,Tennessee,TN,47173,Union County,47173,"Union County, Tennessee",223.583136890208,19860,0,9609,24,7552,250,4972,793,495,166,1327,245,2761,436,1692,413,3622,68,4265,37,4314,475,429,140,12,79,975,96,88,54,2289,273,173,107,245,91,178,6,25.4,4.1,5.7,1.8,17.6,3.2,19.6,3.1,8.6,2.1,18.2,0.3,21.5,0.2,21.9,2.4,5.6,1.8,0.1,0.4,4.9,0.5,0.9,0.6,23.8,2.8,2.3,1.4,3.2,1.2,0.9,0.0,0.3936,0.6277,0.1383,0.9255,0.1489,2.234,0.3936,0.3511,0.5745,0.7021,0.5,0.0638,2.1915,0.3085,0.0638,0.0638,0.0638,0.2766,0.8191,0.734,0.1489,0.0532,2.0318,0.234,6.5211,0.2021,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14626,1934,253,109,64,394,0,5,8,0,21,0,21,449,109,18,27,25.6,3.2,0.5,0.3,2.0,0.0,0.0,0.1,0.0,0.2,0.0,0.2,2.3,0.5,0.1,0.1
47,Tennessee,TN,47175,Van Buren County,47175,"Van Buren County, Tennessee",273.41519499429,6182,0,2896,15,2434,122,1783,375,104,64,450,123,891,138,1010,253,1482,37,1205,41,1537,190,60,40,13,77,300,19,0,26,763,149,98,57,275,108,105,4,30.0,6.3,4.1,2.5,18.5,5.0,19.4,3.0,16.6,4.2,24.0,0.6,19.5,0.7,25.3,3.1,2.5,1.6,0.2,1.3,4.9,0.3,0.0,0.9,26.3,5.1,4.0,2.3,11.3,4.3,1.7,0.1,0.6915,0.266,0.2021,0.9149,0.9894,3.0639,0.7553,0.9574,0.2447,0.9149,0.0319,0.1702,2.3191,0.4149,0.0638,0.0638,0.0638,0.0,0.8936,0.9894,0.9787,0.5638,3.4255,0.9362,8.8723,0.7234,0,0,0,1,1,2,1,0,1,0,0,2,0,0,0,0,1,1,0,2,6,5069,534,145,8,6,56,53,14,25,26,40,0,19,196,72,0,19,21.9,5.6,0.1,0.1,0.9,0.9,0.2,0.4,0.4,0.7,0.0,0.7,3.2,1.2,0.0,0.7
47,Tennessee,TN,47177,Warren County,47177,"Warren County, Tennessee",432.673300072626,41163,0,18164,28,15932,351,11534,1204,715,191,3295,457,4598,456,5513,785,7324,99,9644,91,7694,615,1387,298,569,256,6531,107,365,120,2210,331,739,217,819,170,650,22,28.4,3.0,3.9,1.1,20.7,2.8,16.3,1.6,13.6,1.9,17.8,0.2,23.4,0.2,18.9,1.5,8.7,1.9,1.5,0.7,15.9,0.3,2.0,0.7,12.2,1.8,4.6,1.4,5.1,1.0,1.6,0.1,0.5745,0.2234,0.5213,0.7021,0.9149,2.9362,0.7021,0.3298,0.8511,0.4787,0.9255,0.883,3.4681,0.9681,0.7021,0.7021,0.7021,0.5426,0.3404,1.0,0.5532,0.5106,2.9468,0.8298,10.0532,0.9043,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3,39626,3244,321,1080,177,3907,0,176,127,98,39,22,39,1232,250,16,25,20.4,2.0,2.6,0.4,9.5,0.0,0.4,0.3,0.2,0.1,0.1,0.1,3.0,0.6,0.0,0.1
47,Tennessee,TN,47179,Washington County,47179,"Washington County, Tennessee",326.54809469506,133282,0,60904,97,55591,646,33055,1953,3307,549,12949,956,8185,792,12971,1338,24649,120,24876,0,21733,1303,2843,568,1298,351,16832,552,5574,647,5517,620,1026,322,3056,402,4876,101,25.7,1.5,5.0,0.8,23.3,1.7,9.0,0.9,9.9,1.0,18.5,0.1,18.7,0.0,16.5,1.0,5.1,1.0,1.0,0.3,12.6,0.4,9.1,1.1,9.1,1.0,1.9,0.6,5.5,0.7,3.7,0.1,0.4149,0.4362,0.7766,0.0745,0.4255,2.1277,0.3298,0.3936,0.117,0.2447,0.3085,0.7128,1.7766,0.0638,0.5638,0.5638,0.5638,0.9255,0.1809,0.5213,0.6383,0.8298,3.0958,0.8723,7.5639,0.4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,145551,7614,713,4872,503,5172,0,2051,235,118,67,0,32,4496,763,123,94,13.7,1.2,3.7,0.4,3.9,0.0,1.5,0.2,0.1,0.1,0.0,0.1,3.4,0.6,0.1,0.1
47,Tennessee,TN,47181,Wayne County,47181,"Wayne County, Tennessee",734.108835743574,16325,0,7184,48,5744,219,4658,606,301,119,1119,238,2165,369,1837,360,3102,44,2961,141,2801,324,374,160,64,86,1819,25,77,39,1861,329,145,99,379,125,1869,63,32.2,4.2,4.6,1.8,19.5,4.1,17.7,3.0,12.7,2.5,19.0,0.3,18.1,0.9,19.4,2.2,6.5,2.8,0.4,0.6,11.1,0.2,1.1,0.5,25.9,4.6,2.5,1.7,6.6,2.2,11.4,0.4,0.8617,0.3723,0.3404,0.7447,0.8191,3.1382,0.7766,0.4468,0.0851,0.5213,0.7553,0.383,2.1915,0.3085,0.4894,0.4894,0.4894,0.3723,0.8723,0.8404,0.7979,0.9681,3.851,0.9894,9.6701,0.8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14532,1032,251,784,239,386,0,22,30,15,24,24,39,570,229,18,26,18.0,4.2,4.8,1.5,2.4,0.0,0.1,0.2,0.1,0.1,0.1,0.2,3.5,1.4,0.1,0.2
47,Tennessee,TN,47183,Weakley County,47183,"Weakley County, Tennessee",580.352926637294,32946,0,15002,44,13129,290,9417,876,587,160,2674,358,2636,290,3761,638,6072,96,6169,67,6460,487,865,207,143,120,4779,81,319,109,2071,329,147,97,879,207,2298,28,30.7,2.9,4.0,1.1,20.4,2.7,12.5,1.4,11.6,2.0,18.4,0.3,18.7,0.2,19.9,1.5,6.6,1.6,0.5,0.4,14.5,0.2,2.1,0.7,13.8,2.2,1.1,0.7,6.7,1.5,7.0,0.1,0.7979,0.2447,0.4787,0.3936,0.7234,2.6383,0.5851,0.383,0.117,0.5532,0.7766,0.4468,2.2766,0.3723,0.6596,0.6596,0.6596,0.5957,0.4255,0.1383,0.8404,0.9043,2.9042,0.8085,8.4787,0.6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,31729,2793,319,2593,161,988,0,390,74,81,40,18,29,623,180,86,65,21.3,2.3,7.9,0.5,3.0,0.0,1.2,0.2,0.2,0.1,0.1,0.1,1.9,0.5,0.3,0.2
47,Tennessee,TN,47185,White County,47185,"White County, Tennessee",376.678064469118,27420,0,12020,31,10716,277,8112,993,642,206,2452,387,3542,515,3487,546,5586,74,6011,38,4515,424,544,171,31,100,2007,96,61,77,2362,357,202,95,440,155,358,8,30.0,3.7,5.4,1.7,22.9,3.6,18.2,2.7,12.9,2.0,20.4,0.3,21.9,0.1,16.7,1.6,5.1,1.6,0.1,0.4,7.3,0.4,0.5,0.6,19.7,3.0,1.9,0.9,4.1,1.4,1.3,0.0,0.6915,0.5213,0.7234,0.8085,0.8511,3.5958,0.883,0.617,0.6596,0.2872,0.3085,0.0638,1.9361,0.1702,0.1809,0.1809,0.1809,0.1489,0.6277,0.5213,0.2979,0.2979,1.8937,0.1809,7.6065,0.4362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23373,1917,312,494,146,801,0,95,44,17,22,65,87,535,152,0,25,17.9,2.7,1.8,0.5,2.9,0.0,0.3,0.2,0.1,0.1,0.2,0.3,2.0,0.6,0.0,0.2
