,,,,All Ages,All Ages,All Ages,All Ages,All Ages,All Ages,All Ages,All Ages,All Ages,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,65 +,65 +,65 +,65 +,65 +,65 +,65 +,65 +,65 +,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","Multiracial, Non-Hispanic"
All Birth Sexes,All ABO,All Donor States of Residence,,"523,580","364,447","67,797","70,182",929,"14,048","2,639","1,623","1,915","4,145","2,302",988,714,8,70,24,9,30,"7,931","4,782","1,540","1,355",19,132,35,20,48,"5,115","3,163","1,021",773,9,96,18,14,21,"19,341","13,068","2,933","2,800",41,290,125,35,49,"150,117","96,497","22,372","25,170",244,"3,651",925,565,693,"172,701","121,569","21,034","22,747",291,"4,846",914,605,695,"132,912","99,112","14,658","13,814",226,"3,926",520,337,319,"31,280","23,937","3,248","2,799",86,"1,035",78,38,59,38,17,3,10,5,2,1
,,
,,
,,State unassigned,,"1,201",486,157,236,30,260,5,21,6,8,2,4,2,0,0,0,0,0,9,1,6,1,1,0,0,0,0,8,3,1,2,0,2,0,0,0,43,16,10,11,2,3,0,1,0,377,153,50,92,12,63,0,6,1,426,183,49,75,11,94,1,11,2,259,100,31,38,3,78,4,2,3,71,28,6,15,1,20,0,1,0,0,0,0,0,0,0,0
,,Tennessee,,"1,128",731,345,25,1,21,2,0,3,11,5,5,1,0,0,0,0,0,32,17,14,1,0,0,0,0,0,21,11,9,0,0,1,0,0,0,64,40,19,2,0,2,0,0,1,365,230,116,9,0,7,1,0,2,346,225,110,7,0,4,0,0,0,243,171,62,3,0,6,1,0,0,46,32,10,2,1,1,0,0,0,0,0,0,0,0,0,0
,,Texas,,"3,744","1,659",837,964,5,240,7,14,18,46,13,23,8,0,2,0,0,0,95,35,29,25,1,4,0,0,1,62,26,22,13,0,1,0,0,0,191,81,41,61,1,7,0,0,0,"1,164",482,256,338,1,73,2,6,6,"1,168",513,271,298,2,68,4,6,6,833,410,160,190,0,68,1,2,2,185,99,35,31,0,17,0,0,3,0,0,0,0,0,0,0
,,Utah,,380,321,7,26,3,14,2,3,4,6,3,0,2,0,0,0,1,0,13,12,0,0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,17,15,1,0,1,0,0,0,0,133,108,3,11,1,5,1,1,3,112,98,1,6,0,5,1,1,0,73,59,2,7,1,3,0,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Vermont,,83,77,3,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,24,22,2,0,0,0,0,0,0,24,22,1,1,0,0,0,0,0,20,18,0,0,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Virginia,,"1,379",755,440,59,1,113,0,4,7,17,5,11,0,0,0,0,0,1,28,11,14,2,0,0,0,0,1,14,6,8,0,0,0,0,0,0,42,27,11,1,0,3,0,0,0,375,204,122,23,0,24,0,0,2,463,226,168,17,1,46,0,2,3,337,212,84,12,0,27,0,2,0,103,64,22,4,0,13,0,0,0,0,0,0,0,0,0,0
,,Washington,,896,667,66,52,5,82,5,12,7,9,7,1,0,0,0,0,1,0,13,5,2,2,0,3,1,0,0,7,6,0,0,0,1,0,0,0,34,22,3,4,0,4,0,1,0,246,176,18,19,2,23,1,3,4,321,242,22,22,1,27,1,4,2,232,182,16,5,2,21,2,3,1,34,27,4,0,0,3,0,0,0,0,0,0,0,0,0,0
,,West Virginia,,268,243,18,4,0,2,0,0,1,4,4,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,11,9,2,0,0,0,0,0,0,70,63,5,2,0,0,0,0,0,90,82,5,0,0,2,0,0,1,65,59,4,2,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Wisconsin,,"1,205","1,006",120,38,0,34,3,0,4,13,7,3,1,0,1,0,0,1,12,10,1,1,0,0,0,0,0,15,13,2,0,0,0,0,0,0,38,34,2,0,0,2,0,0,0,326,251,43,16,0,13,1,0,2,387,330,38,8,0,10,1,0,0,337,293,26,10,0,6,1,0,1,77,68,5,2,0,2,0,0,0,0,0,0,0,0,0,0
,,Wyoming,,70,58,1,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,18,13,1,2,0,2,0,0,0,18,14,0,3,0,0,1,0,0,21,19,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,AB,All Donor States of Residence,,"13,112","9,239","2,016","1,039",27,643,45,45,58,113,62,32,15,0,2,0,0,2,281,170,75,22,2,7,3,0,2,192,122,42,17,0,8,2,0,1,712,493,124,66,1,21,3,2,2,"3,597","2,458",612,322,7,156,14,11,17,"3,880","2,762",571,307,7,188,9,15,21,"3,514","2,538",466,245,9,216,13,16,11,823,634,94,45,1,45,1,1,2,0,0,0,0,0,0,0
,,Alabama,,193,126,60,2,0,4,0,1,0,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,12,7,5,0,0,0,0,0,0,62,41,20,0,0,1,0,0,0,63,38,22,2,0,1,0,0,0,40,33,4,0,0,2,0,1,0,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Alaska,,40,28,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,9,6,0,0,0,0,3,0,0,17,13,0,0,0,1,3,0,0,8,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Arizona,,240,173,18,36,0,6,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,19,11,2,5,0,0,0,0,1,68,45,6,16,0,0,0,0,1,74,55,5,9,0,2,0,2,1,61,48,5,4,0,3,0,1,0,13,10,0,1,0,1,0,0,1,0,0,0,0,0,0,0
,,Arkansas,,119,88,24,2,0,5,0,0,0,2,1,1,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,37,30,6,0,0,1,0,0,0,28,19,6,1,0,2,0,0,0,32,23,6,1,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,California,,"1,282",664,131,251,3,199,6,13,15,10,3,2,4,0,1,0,0,0,26,13,5,6,1,0,1,0,0,23,10,6,5,0,2,0,0,0,69,34,11,20,0,2,0,2,0,331,174,29,68,1,45,4,5,5,401,206,45,81,0,59,0,3,7,352,187,31,56,1,72,0,3,2,70,37,2,11,0,18,1,0,1,0,0,0,0,0,0,0
,,Colorado,,204,156,17,21,0,9,0,0,1,2,2,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,2,0,0,0,70,50,4,11,0,5,0,0,0,55,42,8,3,0,1,0,0,1,51,42,3,5,0,1,0,0,0,11,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Connecticut,,121,102,9,5,0,3,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,29,21,3,4,0,0,0,1,0,39,34,2,1,0,2,0,0,0,34,30,2,0,0,1,0,0,1,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Delaware,,56,42,8,2,0,4,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,19,15,2,1,0,1,0,0,0,14,10,1,1,0,2,0,0,0,14,11,2,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,District of Columbia,,35,8,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,11,4,6,1,0,0,0,0,0,10,2,7,1,0,0,0,0,0,7,1,6,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Florida,,754,507,129,93,4,19,1,0,1,3,1,2,0,0,0,0,0,0,18,9,6,3,0,0,0,0,0,12,6,6,0,0,0,0,0,0,40,29,8,3,0,0,0,0,0,205,139,38,22,0,5,0,0,1,223,144,40,33,0,5,1,0,0,206,141,26,28,3,8,0,0,0,47,38,3,4,1,1,0,0,0,0,0,0,0,0,0,0
,,Georgia,,405,231,143,11,1,16,0,2,1,6,2,3,1,0,0,0,0,0,13,8,5,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,26,16,8,1,0,1,0,0,0,116,69,38,4,0,4,0,0,1,122,68,45,2,0,7,0,0,0,99,54,35,3,1,4,0,2,0,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Hawaii,,62,22,1,1,0,25,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,15,6,0,0,0,5,0,3,1,17,4,1,1,0,5,0,5,1,24,8,0,0,0,13,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Idaho,,52,48,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12,10,0,2,0,0,0,0,0,19,18,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Illinois,,598,389,147,44,0,16,0,1,1,5,4,1,0,0,0,0,0,0,13,10,2,1,0,0,0,0,0,9,5,3,1,0,0,0,0,0,31,12,16,3,0,0,0,0,0,157,91,44,15,0,6,0,0,1,176,117,41,12,0,5,0,1,0,167,120,33,9,0,5,0,0,0,40,30,7,3,0,0,0,0,0,0,0,0,0,0,0,0
,,Indiana,,274,215,44,6,0,9,0,0,0,3,2,1,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,12,10,1,0,0,1,0,0,0,98,77,15,3,0,3,0,0,0,71,59,9,1,0,2,0,0,0,68,51,12,2,0,3,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Iowa,,118,108,6,1,0,2,0,0,1,3,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,32,29,3,0,0,0,0,0,0,32,30,0,0,0,2,0,0,0,33,31,1,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Kansas,,141,120,10,5,0,4,1,0,1,2,2,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,9,6,1,1,0,1,0,0,0,37,29,5,1,0,2,0,0,0,40,37,2,0,0,1,0,0,0,36,32,1,2,0,0,1,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Kentucky,,174,149,20,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,13,11,2,0,0,0,0,0,0,60,51,7,2,0,0,0,0,0,54,48,5,1,0,0,0,0,0,35,28,6,0,0,1,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Louisiana,,199,117,75,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,16,12,4,0,0,0,0,0,0,58,31,25,2,0,0,0,0,0,50,31,16,2,0,0,1,0,0,51,28,21,1,1,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Maine,,52,48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,11,10,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,17,14,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Maryland,,280,154,100,6,1,19,0,0,0,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,13,7,4,1,0,1,0,0,0,73,45,23,1,0,4,0,0,0,93,44,41,2,1,5,0,0,0,74,46,19,2,0,7,0,0,0,20,10,8,0,0,2,0,0,0,0,0,0,0,0,0,0
,,Massachusetts,,243,195,20,13,0,14,0,0,1,1,0,0,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,16,13,2,1,0,0,0,0,0,56,40,6,3,0,6,0,0,1,76,66,5,3,0,2,0,0,0,63,54,3,3,0,3,0,0,0,23,17,3,1,0,2,0,0,0,0,0,0,0,0,0,0
,,Michigan,,509,416,72,9,0,12,0,0,0,6,3,3,0,0,0,0,0,0,10,5,4,1,0,0,0,0,0,7,5,1,1,0,0,0,0,0,28,23,4,0,0,1,0,0,0,135,107,21,4,0,3,0,0,0,151,121,23,3,0,4,0,0,0,136,120,13,0,0,3,0,0,0,36,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Minnesota,,256,230,15,3,1,4,2,1,0,3,2,0,1,0,0,0,0,0,6,4,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,76,65,7,1,0,1,2,0,0,80,76,1,0,0,3,0,0,0,64,57,5,0,1,0,0,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Mississippi,,95,53,40,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,25,15,10,0,0,0,0,0,0,27,14,12,1,0,0,0,0,0,25,13,11,1,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Missouri,,299,227,58,4,0,6,2,1,1,3,3,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,18,16,2,0,0,0,0,0,0,98,69,23,3,0,3,0,0,0,79,64,12,0,0,1,1,0,1,73,57,13,1,0,1,1,0,0,19,12,5,0,0,1,0,1,0,0,0,0,0,0,0,0
,,Montana,,42,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,13,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Nebraska,,83,71,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,28,26,1,1,0,0,0,0,0,19,16,2,0,0,1,0,0,0,23,17,1,3,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Nevada,,135,88,18,13,0,15,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,9,3,2,3,0,1,0,0,0,26,16,4,1,0,4,0,1,0,51,34,6,6,0,5,0,0,0,36,25,4,3,0,4,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,New Hampshire,,54,47,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,17,1,0,0,1,0,0,0,15,14,0,0,0,1,0,0,0,14,11,0,0,0,1,1,0,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,
,,
,,New Jersey,,376,258,48,35,0,31,0,2,2,4,2,1,1,0,0,0,0,0,6,4,2,0,0,0,0,0,0,10,7,0,0,0,3,0,0,0,9,6,2,0,0,1,0,0,0,88,51,17,15,0,5,0,0,0,98,67,13,10,0,8,0,0,0,128,96,10,8,0,10,0,2,2,33,25,3,1,0,4,0,0,0,0,0,0,0,0,0,0
,,New Mexico,,69,45,2,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,24,14,0,9,0,1,0,0,0,18,8,2,8,0,0,0,0,0,17,14,0,2,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,New York,,742,501,103,89,4,40,2,1,2,7,3,1,2,0,1,0,0,0,16,10,5,1,0,0,0,0,0,5,2,1,1,0,1,0,0,0,28,19,3,5,0,1,0,0,0,176,117,31,18,3,5,1,0,1,223,152,24,30,0,17,0,0,0,217,145,28,27,1,13,1,1,1,70,53,10,5,0,2,0,0,0,0,0,0,0,0,0,0
,,North Carolina,,326,218,93,8,0,3,2,1,1,3,1,2,0,0,0,0,0,0,10,5,4,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,15,6,9,0,0,0,0,0,0,89,57,29,2,0,0,1,0,0,97,71,20,3,0,3,0,0,0,86,61,21,1,0,0,1,1,1,24,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,,North Dakota,,29,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Ohio,,548,464,75,3,0,6,0,0,0,2,2,0,0,0,0,0,0,0,12,7,5,0,0,0,0,0,0,12,10,2,0,0,0,0,0,0,30,22,8,0,0,0,0,0,0,155,128,22,2,0,3,0,0,0,159,140,17,1,0,1,0,0,0,139,121,18,0,0,0,0,0,0,39,34,3,0,0,2,0,0,0,0,0,0,0,0,0,0
,,Oklahoma,,152,113,16,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,14,11,1,0,0,2,0,0,0,39,31,4,2,0,1,1,0,0,45,33,5,3,0,1,3,0,0,40,28,4,2,0,3,3,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Oregon,,104,89,4,3,0,5,0,0,3,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,23,19,0,2,0,2,0,0,0,34,27,2,1,0,2,0,0,2,34,31,2,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Pennsylvania,,758,634,84,24,1,12,0,0,3,2,2,0,0,0,0,0,0,0,14,11,1,1,0,0,0,0,1,8,8,0,0,0,0,0,0,0,34,29,4,1,0,0,0,0,0,199,151,35,9,1,2,0,0,1,215,183,22,7,0,2,0,0,1,226,193,20,6,0,7,0,0,0,60,57,2,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Puerto Rico,,58,2,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,14,1,0,13,0,0,0,0,0,12,1,1,10,0,0,0,0,0,21,0,0,21,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,,Rhode Island,,33,23,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,7,1,3,0,0,0,0,1,6,4,1,0,1,0,0,0,0,14,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,South Carolina,,201,144,48,3,0,6,0,0,0,1,0,1,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,18,11,5,1,0,1,0,0,0,55,42,12,0,0,1,0,0,0,61,46,13,1,0,1,0,0,0,50,34,12,1,0,3,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,,South Dakota,,44,38,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,10,9,0,0,0,1,0,0,0,19,18,0,0,0,1,0,0,0,7,5,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,State unassigned,,232,121,31,35,7,35,0,2,1,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,7,3,1,0,1,2,0,0,0,67,35,9,11,2,10,0,0,0,81,40,12,13,3,10,0,2,1,57,32,6,7,0,12,0,0,0,15,9,2,3,0,1,0,0,0,0,0,0,0,0,0,0
,,Tennessee,,324,253,55,7,0,8,0,0,1,4,3,1,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,5,3,1,0,0,0,0,0,1,16,14,2,0,0,0,0,0,0,96,73,19,1,0,3,0,0,0,101,85,11,2,0,3,0,0,0,81,58,18,4,0,1,0,0,0,16,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Texas,,890,534,141,165,3,39,0,2,6,15,6,4,5,0,0,0,0,0,29,12,8,5,0,4,0,0,0,15,11,1,2,0,1,0,0,0,60,43,4,12,0,1,0,0,0,278,153,52,54,0,16,0,1,2,232,144,34,44,2,6,0,0,2,210,129,33,35,1,9,0,1,2,51,36,5,8,0,2,0,0,0,0,0,0,0,0,0,0
,,Utah,,113,98,4,5,0,4,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,7,6,0,1,0,0,0,0,0,26,23,2,0,0,1,0,0,0,44,37,1,2,0,2,0,1,1,28,26,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Vermont,,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Virginia,,317,220,66,10,0,18,2,0,1,6,2,4,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,4,2,2,0,0,0,0,0,0,13,10,2,1,0,0,0,0,0,77,54,17,5,0,1,0,0,0,110,76,25,2,0,6,0,0,1,86,59,15,2,0,8,2,0,0,17,14,1,0,0,2,0,0,0,0,0,0,0,0,0,0
,,Washington,,207,161,14,10,0,16,1,1,4,3,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,22,19,1,1,0,0,0,0,1,52,37,6,4,0,3,1,0,1,59,47,1,4,0,5,0,1,1,58,47,3,1,0,6,0,0,1,9,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,,West Virginia,,82,76,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,20,19,1,0,0,0,0,0,0,27,23,3,0,0,0,0,0,1,17,16,1,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Wisconsin,,359,324,22,7,0,5,1,0,0,5,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,17,15,2,0,0,0,0,0,0,93,79,7,5,0,1,1,0,0,98,91,6,0,0,1,0,0,0,119,108,6,2,0,3,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Wyoming,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
